id_asset
147393
147381
147345
147309
147297
146663
146640
146617
146595
146576
135686
135659
135635
135611
135587
135560
135536
135511
135484
135458
135430
135346
135322
135299
135263
135236
135214
135188
135164
135133
135107
135074
135046
134989
134966
134937
134913
134888
134862
134836
134811
134785
134708
134684
134659
134636
134611
134588
134566
134542
134520
134456
134431
134407
134382
134354
134328
134304
134282
134255
134233
134207
134183
134124
134099
134073
134047
134024
134002
133980
133957
133935
133910
133886
133863
54131
54003
53872
53741
53592
53464
53331
53191
53066
52868
52735
52604
52479
52345
52209
52088
51963
51825
51626
51492
51370
51251
51108
50962
50821
50707
50598
50461
50332
50213
49970
49855
49740
49631
49504
49396
49258
49149
49029
48924
48827
48681
48458
48338
48231
48094
47977
47848
47751
47651
47549
47446
47336
47177
46899
46765
46657
46552
46447
46346
46238
46124
45999
45888
45789
45650
